掉落规则ID,单次掉落种类数量,可否暴击,可否重复,额外掉落,玩家经验,金币,钻石,竞技币,能量碎片,公会贡献,抽卡券,掉落1ID,掉落1概率,掉落1数量,掉落2ID,掉落2概率,掉落2数量,掉落3ID,掉落3概率,掉落3数量,掉落4ID,掉落4概率,掉落4数量,掉落5ID,掉落5概率,掉落5数量,掉落6ID,掉落6概率,掉落6数量,掉落7ID,掉落7概率,掉落7数量,掉落8ID,掉落8概率,掉落8数量,掉落9ID,掉落9概率,掉落9数量,掉落10ID,掉落10概率,掉落10数量,掉落11ID,掉落11概率,掉落11数量,掉落12ID,掉落12概率,掉落12数量,掉落13ID,掉落13概率,掉落13数量,掉落14ID,掉落14概率,掉落14数量,掉落15ID,掉落15概率,掉落15数量,掉落16ID,掉落16概率,掉落16数量,掉落17ID,掉落17概率,掉落17数量,掉落18ID,掉落18概率,掉落18数量,掉落19ID,掉落19概率,掉落19数量,掉落20ID,掉落20概率,掉落20数量,掉落21ID,掉落21概率,掉落21数量,掉落22ID,掉落22概率,掉落22数量,掉落23ID,掉落23概率,掉落23数量,掉落24ID,掉落24概率,掉落24数量,掉落25ID,掉落25概率,掉落25数量,掉落26ID,掉落26概率,掉落26数量,掉落27ID,掉落27概率,掉落27数量,掉落28ID,掉落28概率,掉落28数量,掉落29ID,掉落29概率,掉落29数量,掉落30ID,掉落30概率,掉落30数量
51001,[2+2],0,1,,[7+10+10],[1+900+1100],,,,,,100003,3000,[3+4],100002,2000,[2+2],100001,1000,[1+1],120013,700,[3+3],120001,650,[1+2],120005,650,[1+2],50029,286,[1+1],50031,286,[1+1],50001,286,[1+1],50002,286,[1+1],50003,286,[1+1],50023,285,[1+1],50022,285,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51002,[3+3],0,1,,[7+25+25],[1+1750+2250],,,,,,100003,2200,[5+5],100002,2000,[4+4],100001,700,[2+3],100005,350,[1+1],100004,50,[1+1],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,272,[1+1],50031,272,[1+1],50001,272,[1+1],50002,271,[1+1],50003,271,[1+1],50023,271,[1+1],50022,271,[1+1],50016,800,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51003,[3+3],0,1,,[7+50+50],[1+2500+3500],,,,,,100002,2000,[6+7],100001,2000,[3+3],100005,800,[2+2],100004,400,[1+2],100006,200,[1+1],120013,700,[10+10],120001,650,[5+5],120005,650,[5+5],50029,229,[3+3],50031,229,[3+3],50001,229,[3+3],50002,229,[3+3],50003,228,[3+3],50023,228,[3+3],50022,228,[3+3],50016,1000,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51004,[4+4],0,1,,[7+50+50],[1+9000+11000],,,,,,100001,2500,[10+10],100005,1500,[6+6],100004,750,[4+4],100006,450,[3+3],100007,200,[2+2],120013,700,[18+18],120001,650,[9+10],120005,650,[9+10],50029,229,[4+5],50031,229,[4+5],50001,229,[4+5],50002,229,[4+5],50003,228,[4+5],50023,228,[4+5],50022,228,[4+5],50016,1000,[3+3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51101,[2+2],0,1,,[7+10+10],[1+900+1100],,,,,,100003,1500,[3+4],100002,3000,[2+2],100001,1500,[1+1],120013,700,[3+3],120001,650,[1+2],120005,650,[1+2],50029,286,[1+1],50031,286,[1+1],50001,286,[1+1],50002,286,[1+1],50003,286,[1+1],50023,285,[1+1],50022,285,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51102,[3+3],0,1,,[7+25+25],[1+1750+2250],,,,,,100003,1200,[5+5],100002,2200,[4+4],100001,1200,[2+3],100005,550,[1+1],100004,150,[1+1],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,272,[1+1],50031,272,[1+1],50001,272,[1+1],50002,271,[1+1],50003,271,[1+1],50023,271,[1+1],50022,271,[1+1],50016,800,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51103,[3+3],0,1,,[7+50+50],[1+2500+3500],,,,,,100002,1350,[6+7],100001,2000,[3+4],100005,1200,[2+2],100004,550,[1+2],100006,300,[1+1],120013,700,[10+10],120001,650,[5+5],120005,650,[5+5],50029,229,[3+3],50031,229,[3+3],50001,229,[3+3],50002,229,[3+3],50003,228,[3+3],50023,228,[3+3],50022,228,[3+3],50016,1000,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51104,[4+4],0,1,,[7+50+50],[1+9000+11000],,,,,,100001,1750,[10+10],100005,1750,[7+7],100004,1000,[5+5],100006,600,[3+3],100007,300,[2+2],120013,700,[18+18],120001,650,[9+10],120005,650,[9+10],50029,229,[4+5],50031,229,[4+5],50001,229,[4+5],50002,229,[4+5],50003,228,[4+5],50023,228,[4+5],50022,228,[4+5],50016,1000,[3+3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51201,[2+2],0,1,,[7+10+10],[1+900+1100],,,,,,100003,500,[3+4],100002,1500,[2+2],100001,4000,[1+1],120013,700,[3+3],120001,650,[1+2],120005,650,[1+2],50029,286,[1+1],50031,286,[1+1],50001,286,[1+1],50002,286,[1+1],50003,286,[1+1],50023,285,[1+1],50022,285,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51202,[3+3],0,1,,[7+25+25],[1+1750+2250],,,,,,100003,500,[5+5],100002,1300,[4+4],100001,2200,[2+3],100005,1000,[1+1],100004,300,[1+1],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,272,[1+1],50031,272,[1+1],50001,272,[1+1],50002,271,[1+1],50003,271,[1+1],50023,271,[1+1],50022,271,[1+1],50016,800,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51203,[3+3],0,1,,[7+50+50],[1+2500+3500],,,,,,100002,750,[6+7],100001,1750,[3+4],100005,1600,[2+3],100004,800,[1+2],100006,500,[1+1],120013,700,[10+10],120001,650,[5+5],120005,650,[5+5],50029,229,[3+3],50031,229,[3+3],50001,229,[3+3],50002,229,[3+3],50003,228,[3+3],50023,228,[3+3],50022,228,[3+3],50016,1000,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51204,[4+4],0,1,,[7+50+50],[1+9000+11000],,,,,,100001,1000,[10+10],100005,1700,[7+7],100004,1450,[5+5],100006,800,[4+4],100007,450,[2+2],120013,700,[18+18],120001,650,[9+10],120005,650,[9+10],50029,229,[4+5],50031,229,[4+5],50001,229,[4+5],50002,229,[4+5],50003,228,[4+5],50023,228,[4+5],50022,228,[4+5],50016,1000,[3+3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52001,[2+2],0,1,,[7+10+10],[1+1000+1200],,,,,,100003,3000,[4+4],100002,2000,[2+3],100001,1000,[1+1],120013,700,[3+4],120001,650,[1+2],120005,650,[1+2],50029,250,[1+1],50031,250,[1+1],50001,250,[1+1],50002,250,[1+1],50003,250,[1+1],50023,250,[1+1],50022,250,[1+1],50025,250,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52002,[3+3],0,1,,[7+25+25],[1+1950+2450],,,,,,100003,2200,[6+6],100002,2000,[4+5],100001,700,[3+3],100005,350,[1+1],100004,50,[1+1],120013,700,[4+5],120001,650,[2+3],120005,650,[2+3],50029,138,[2+2],50031,138,[2+2],50001,138,[2+2],50002,138,[2+2],50003,137,[2+2],50023,137,[2+2],50022,137,[2+2],50025,137,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,350,[1+1],50006,350,[1+1],,,,,,,,,,,,,,,,,,,,,
52003,[3+3],0,1,,[7+50+50],[1+2800+3800],,,,,,100002,2000,[7+8],100001,2000,[3+4],100005,800,[2+3],100004,400,[1+2],100006,200,[1+1],120013,700,[11+12],120001,650,[5+6],120005,650,[5+6],50029,100,[6+7],50031,100,[6+7],50001,100,[6+7],50002,100,[6+7],50003,100,[6+7],50023,100,[6+7],50022,100,[6+7],50025,100,[6+7],50016,100,[4+5],50032,100,[4+5],50035,100,[4+5],50008,100,[4+5],50009,100,[4+5],50044,325,[2+2],50006,325,[2+2],50039,650,[2+2],,,,,,,,,,,,,,,,,,
52004,[4+4],0,1,,[7+50+50],[1+10000+12000],,,,,,100001,2500,[11+12],100005,1500,[7+7],100004,750,[4+5],100006,450,[3+4],100007,200,[2+3],120013,700,[20+21],120001,650,[11+11],120005,650,[11+11],50029,63,[16+16],50031,63,[16+16],50001,63,[16+16],50002,63,[16+16],50003,62,[16+16],50023,62,[16+16],50022,62,[16+16],50025,62,[16+16],50016,60,[11+12],50032,60,[11+12],50035,60,[11+12],50008,60,[11+12],50009,60,[11+12],50044,450,[3+4],50006,450,[3+4],50039,900,[3+4],,,,,,,,,,,,,,,,,,
52101,[2+2],0,1,,[7+10+10],[1+1000+1200],,,,,,100003,1500,[4+4],100002,3000,[2+3],100001,1500,[1+1],120013,700,[3+4],120001,650,[1+2],120005,650,[1+2],50029,250,[1+1],50031,250,[1+1],50001,250,[1+1],50002,250,[1+1],50003,250,[1+1],50023,250,[1+1],50022,250,[1+1],50025,250,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52102,[3+3],0,1,,[7+25+25],[1+1950+2450],,,,,,100003,1200,[6+6],100002,2200,[4+5],100001,1200,[3+3],100005,550,[1+1],100004,150,[1+1],120013,700,[4+5],120001,650,[2+3],120005,650,[2+3],50029,138,[2+2],50031,138,[2+2],50001,138,[2+2],50002,138,[2+2],50003,137,[2+2],50023,137,[2+2],50022,137,[2+2],50025,137,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,350,[1+1],50006,350,[1+1],,,,,,,,,,,,,,,,,,,,,
52103,[3+3],0,1,,[7+50+50],[1+2800+3800],,,,,,100002,1350,[7+8],100001,2000,[4+4],100005,1200,[2+3],100004,550,[1+2],100006,300,[1+1],120013,700,[11+12],120001,650,[5+6],120005,650,[5+6],50029,100,[6+7],50031,100,[6+7],50001,100,[6+7],50002,100,[6+7],50003,100,[6+7],50023,100,[6+7],50022,100,[6+7],50025,100,[6+7],50016,100,[4+5],50032,100,[4+5],50035,100,[4+5],50008,100,[4+5],50009,100,[4+5],50044,325,[2+2],50006,325,[2+2],50039,650,[2+2],,,,,,,,,,,,,,,,,,
52104,[4+4],0,1,,[7+50+50],[1+10000+12000],,,,,,100001,1750,[11+12],100005,1750,[8+8],100004,1000,[6+6],100006,600,[3+4],100007,300,[2+3],120013,700,[20+21],120001,650,[11+11],120005,650,[11+11],50029,63,[16+16],50031,63,[16+16],50001,63,[16+16],50002,63,[16+16],50003,62,[16+16],50023,62,[16+16],50022,62,[16+16],50025,62,[16+16],50016,60,[11+12],50032,60,[11+12],50035,60,[11+12],50008,60,[11+12],50009,60,[11+12],50044,450,[3+4],50006,450,[3+4],50039,900,[3+4],,,,,,,,,,,,,,,,,,
52201,[2+2],0,1,,[7+10+10],[1+1000+1200],,,,,,100003,500,[4+4],100002,1500,[2+3],100001,4000,[1+1],120013,700,[3+4],120001,650,[1+2],120005,650,[1+2],50029,250,[1+1],50031,250,[1+1],50001,250,[1+1],50002,250,[1+1],50003,250,[1+1],50023,250,[1+1],50022,250,[1+1],50025,250,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52202,[3+3],0,1,,[7+25+25],[1+1950+2450],,,,,,100003,500,[6+6],100002,1300,[4+5],100001,2200,[3+3],100005,1000,[1+1],100004,300,[1+1],120013,700,[4+5],120001,650,[2+3],120005,650,[2+3],50029,138,[2+2],50031,138,[2+2],50001,138,[2+2],50002,138,[2+2],50003,137,[2+2],50023,137,[2+2],50022,137,[2+2],50025,137,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,350,[1+1],50006,350,[1+1],,,,,,,,,,,,,,,,,,,,,
52203,[3+3],0,1,,[7+50+50],[1+2800+3800],,,,,,100002,750,[7+8],100001,1750,[4+4],100005,1600,[3+3],100004,800,[1+2],100006,500,[1+1],120013,700,[11+12],120001,650,[5+6],120005,650,[5+6],50029,100,[6+7],50031,100,[6+7],50001,100,[6+7],50002,100,[6+7],50003,100,[6+7],50023,100,[6+7],50022,100,[6+7],50025,100,[6+7],50016,100,[4+5],50032,100,[4+5],50035,100,[4+5],50008,100,[4+5],50009,100,[4+5],50044,325,[2+2],50006,325,[2+2],50039,650,[2+2],,,,,,,,,,,,,,,,,,
52204,[4+4],0,1,,[7+50+50],[1+10000+12000],,,,,,100001,1000,[11+12],100005,1700,[8+8],100004,1450,[6+6],100006,800,[4+5],100007,450,[2+3],120013,700,[20+21],120001,650,[11+11],120005,650,[11+11],50029,63,[16+16],50031,63,[16+16],50001,63,[16+16],50002,63,[16+16],50003,62,[16+16],50023,62,[16+16],50022,62,[16+16],50025,62,[16+16],50016,60,[11+12],50032,60,[11+12],50035,60,[11+12],50008,60,[11+12],50009,60,[11+12],50044,450,[3+4],50006,450,[3+4],50039,900,[3+4],,,,,,,,,,,,,,,,,,
52301,[2+2],0,1,,[7+10+10],[1+1000+1200],,,,,,100003,500,[4+4],100002,1500,[2+3],100001,4000,[1+1],120013,700,[3+4],120001,650,[1+2],120005,650,[1+2],50029,250,[1+1],50031,250,[1+1],50001,250,[1+1],50002,250,[1+1],50003,250,[1+1],50023,250,[1+1],50022,250,[1+1],50025,250,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52302,[3+3],0,1,,[7+25+25],[1+1950+2450],,,,,,100003,250,[6+6],100002,750,[4+5],100001,1800,[3+3],100005,1900,[1+2],100004,600,[1+1],120013,700,[4+5],120001,650,[2+3],120005,650,[2+3],50029,138,[2+2],50031,138,[2+2],50001,138,[2+2],50002,138,[2+2],50003,137,[2+2],50023,137,[2+2],50022,137,[2+2],50025,137,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,350,[1+1],50006,350,[1+1],,,,,,,,,,,,,,,,,,,,,
52303,[3+3],0,1,,[7+50+50],[1+2800+3800],,,,,,100002,300,[7+8],100001,1000,[4+4],100005,2200,[3+3],100004,1200,[1+2],100006,700,[1+1],120013,700,[11+12],120001,650,[5+6],120005,650,[5+6],50029,100,[6+7],50031,100,[6+7],50001,100,[6+7],50002,100,[6+7],50003,100,[6+7],50023,100,[6+7],50022,100,[6+7],50025,100,[6+7],50016,100,[4+5],50032,100,[4+5],50035,100,[4+5],50008,100,[4+5],50009,100,[4+5],50044,325,[2+2],50006,325,[2+2],50039,650,[2+2],,,,,,,,,,,,,,,,,,
52304,[4+4],0,1,,[7+50+50],[1+10000+12000],,,,,,100001,500,[11+12],100005,1200,[8+8],100004,2000,[6+6],100006,1100,[4+5],100007,600,[3+3],120013,700,[20+21],120001,650,[11+11],120005,650,[11+11],50029,63,[16+16],50031,63,[16+16],50001,63,[16+16],50002,63,[16+16],50003,62,[16+16],50023,62,[16+16],50022,62,[16+16],50025,62,[16+16],50016,60,[11+12],50032,60,[11+12],50035,60,[11+12],50008,60,[11+12],50009,60,[11+12],50044,450,[3+4],50006,450,[3+4],50039,900,[3+4],,,,,,,,,,,,,,,,,,
53001,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,3000,[4+5],100002,2000,[2+3],100001,1000,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,500,[1+2],50031,500,[1+2],50001,500,[1+2],50002,500,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53002,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,2200,[6+7],100002,2000,[5+5],100001,700,[3+3],100005,350,[1+2],100004,50,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,275,[2+2],50031,275,[2+2],50001,275,[2+2],50002,275,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53003,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,2000,[8+9],100001,2000,[4+4],100005,800,[2+3],100004,400,[2+2],100006,200,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50029,200,[7+8],50031,200,[7+8],50001,200,[7+8],50002,200,[7+8],50016,100,[5+5],50032,100,[5+5],50035,100,[5+5],50008,100,[5+5],50009,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,,,,
53004,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,2500,[13+13],100005,1500,[8+8],100004,750,[5+5],100006,450,[4+4],100007,200,[2+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50029,125,[18+18],50031,125,[18+18],50001,125,[18+18],50002,125,[18+18],50016,60,[13+13],50032,60,[13+13],50035,60,[13+13],50008,60,[13+13],50009,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,,,,
53011,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,3000,[4+5],100002,2000,[2+3],100001,1000,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53012,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,2200,[6+7],100002,2000,[5+5],100001,700,[3+3],100005,350,[1+2],100004,50,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,220,[2+2],50023,220,[2+2],50022,220,[2+2],50025,220,[2+2],50030,220,[2+2],50048,0,[1+1],50036,180,[1+1],50024,180,[1+1],50043,180,[1+1],50033,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,
53013,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,2000,[8+9],100001,2000,[4+4],100005,800,[2+3],100004,400,[2+2],100006,200,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50003,160,[7+8],50023,160,[7+8],50022,160,[7+8],50025,160,[7+8],50030,160,[7+8],50048,0,[5+5],50036,100,[5+5],50024,100,[5+5],50043,100,[5+5],50033,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,
53014,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,2500,[13+13],100005,1500,[8+8],100004,750,[5+5],100006,450,[4+4],100007,200,[2+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50003,100,[18+18],50023,100,[18+18],50022,100,[18+18],50025,100,[18+18],50030,100,[18+18],50048,0,[13+13],50036,60,[13+13],50024,60,[13+13],50043,60,[13+13],50033,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,
53101,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,1500,[4+5],100002,3000,[2+3],100001,1500,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,500,[1+2],50031,500,[1+2],50001,500,[1+2],50002,500,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53102,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,1200,[6+7],100002,2200,[5+5],100001,1200,[3+3],100005,550,[1+2],100004,150,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,275,[2+2],50031,275,[2+2],50001,275,[2+2],50002,275,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53103,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,1350,[8+9],100001,2000,[4+5],100005,1200,[2+3],100004,550,[2+2],100006,300,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50029,200,[7+8],50031,200,[7+8],50001,200,[7+8],50002,200,[7+8],50016,100,[5+5],50032,100,[5+5],50035,100,[5+5],50008,100,[5+5],50009,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,,,,
53104,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,1750,[13+13],100005,1750,[9+9],100004,1000,[6+7],100006,600,[4+4],100007,300,[2+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50029,125,[18+18],50031,125,[18+18],50001,125,[18+18],50002,125,[18+18],50016,60,[13+13],50032,60,[13+13],50035,60,[13+13],50008,60,[13+13],50009,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,,,,
53111,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,1500,[4+5],100002,3000,[2+3],100001,1500,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53112,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,1200,[6+7],100002,2200,[5+5],100001,1200,[3+3],100005,550,[1+2],100004,150,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,220,[2+2],50023,220,[2+2],50022,220,[2+2],50025,220,[2+2],50030,220,[2+2],50048,0,[1+1],50036,180,[1+1],50024,180,[1+1],50043,180,[1+1],50033,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,
53113,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,1350,[8+9],100001,2000,[4+5],100005,1200,[2+3],100004,550,[2+2],100006,300,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50003,160,[7+8],50023,160,[7+8],50022,160,[7+8],50025,160,[7+8],50030,160,[7+8],50048,0,[5+5],50036,100,[5+5],50024,100,[5+5],50043,100,[5+5],50033,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,
53114,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,1750,[13+13],100005,1750,[9+9],100004,1000,[6+7],100006,600,[4+4],100007,300,[2+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50003,100,[18+18],50023,100,[18+18],50022,100,[18+18],50025,100,[18+18],50030,100,[18+18],50048,0,[13+13],50036,60,[13+13],50024,60,[13+13],50043,60,[13+13],50033,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,
53201,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,500,[4+5],100002,1500,[2+3],100001,4000,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,500,[1+2],50031,500,[1+2],50001,500,[1+2],50002,500,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53202,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,500,[6+7],100002,1300,[5+5],100001,2200,[3+3],100005,1000,[1+2],100004,300,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,275,[2+2],50031,275,[2+2],50001,275,[2+2],50002,275,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53203,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,750,[8+9],100001,1750,[4+5],100005,1600,[3+3],100004,800,[2+2],100006,500,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50029,200,[7+8],50031,200,[7+8],50001,200,[7+8],50002,200,[7+8],50016,100,[5+5],50032,100,[5+5],50035,100,[5+5],50008,100,[5+5],50009,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,,,,
53204,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,1000,[13+13],100005,1700,[9+9],100004,1450,[6+7],100006,800,[5+5],100007,450,[2+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50029,125,[18+18],50031,125,[18+18],50001,125,[18+18],50002,125,[18+18],50016,60,[13+13],50032,60,[13+13],50035,60,[13+13],50008,60,[13+13],50009,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,,,,
53211,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,500,[4+5],100002,1500,[2+3],100001,4000,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53212,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,500,[6+7],100002,1300,[5+5],100001,2200,[3+3],100005,1000,[1+2],100004,300,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,220,[2+2],50023,220,[2+2],50022,220,[2+2],50025,220,[2+2],50030,220,[2+2],50048,0,[1+1],50036,180,[1+1],50024,180,[1+1],50043,180,[1+1],50033,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,
53213,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,750,[8+9],100001,1750,[4+5],100005,1600,[3+3],100004,800,[2+2],100006,500,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50003,160,[7+8],50023,160,[7+8],50022,160,[7+8],50025,160,[7+8],50030,160,[7+8],50048,0,[5+5],50036,100,[5+5],50024,100,[5+5],50043,100,[5+5],50033,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,
